"Atendimento";"Placa";"Motivo OS"
"6415052";"RNN7H59";"RASTREADOR"
"6415051";"RUN8B26";"RASTREADOR RETIRADA"
"6415050";"TDB2H47";"O.S Rápida"
"6415049";"SJD0G71";"CORRETIVA"
"6415048";"SWK0D26";"SINISTRO"
"6415047";"RVN4F57";"PREVENTIVA"
"6415046";"SUD9C34";""
"6415045";"SIK1H88";""
"6415044";"FNN8E72";"CORRETIVA"
"6415043";"QMZ5G12";""
"6415042";"TDC0J39";"O.S Rápida"
"6415041";"SYO1I07";"CORRETIVA"
"6415040";"RVF4J91";"CORRETIVA"
"6415039";"SHB1E79";"SINISTRO"
"6415038";"TDA2G23";"O.S Rápida"
"6415037";"SHR8D51";"CORRETIVA"
"6415036";"EWA5I92";"CORRETIVA"
"6415035";"QMV4H42";"PREVENTIVA"
"6415034";"STV2G31";"PREVENTIVA"
"6415033";"RUN8B26";"DESMOBILIZAÇÃO"
"6415032";"SYB5F53";"RASTREADOR RETIRADA"
"6415031";"SYB5F53";"DESMOBILIZAÇÃO"
"6415030";"TDA2F41";"O.S Rápida"
"6415029";"RUC4A11";"PREVENTIVA"
"6415028";"RNN7H59";"DESMOBILIZAÇÃO"
"6415027";"SUB1B61";"CORRETIVA"
"6415026";"RVZ1J93";"DESMOBILIZAÇÃO"
"6415025";"SUG6G91";""
"6415024";"SIV3A92";"CORRETIVA"
"6415023";"RVZ1J86";"DESMOBILIZAÇÃO"
"6415022";"TDA2E90";"O.S Rápida"
"6415021";"RNK8B17";"CORRETIVA"
"6415020";"SYW0F77";""
"6415019";"SHG8H94";"CORRETIVA"
"6415018";"RUC4A10";"PREVENTIVA"
"6415017";"TDA2E75";"O.S Rápida"
"6415016";"GJZ9C64";"PREVENTIVA"
"6415015";"SYY7I45";"PREVENTIVA"
"6415014";"SHE8F01";""
"6415013";"TDA2E68";"O.S Rápida"
"6415012";"SIX5A98";"PREVENTIVA"
"6415011";"RVU8E82";"CORRETIVA"
"6415010";"RUO2D95";"RASTREADOR RETIRADA"
"6415009";"TCW2J82";"O.S Rápida"
"6415008";"SUI5E66";"PREVENTIVA"
"6415007";"EJR8G86";"GUINCHO"
"6415006";"RVE9C02";""
"6415005";"QUO8588";"CORRETIVA"
"6415004";"TCV9C78";"O.S Rápida"
"6415003";"SYS9J81";"PREVENTIVA"
"6415002";"RUO2D95";"DESMOBILIZAÇÃO"
"6415001";"SUL8D11";"PREVENTIVA"
"6415000";"TCW2I43";"O.S Rápida"
"6414999";"SWN9F82";"PREVENTIVA"
"6414998";"SHE2H14";""
"6414997";"TCC8E11";"PREVENTIVA"
"6414996";"ENZ2C73";"CORRETIVA"
"6414995";"TCW2H89";"O.S Rápida"
"6414994";"RVH5G42";"CORRETIVA"
"6414993";"SVA1B40";"PREVENTIVA"
"6414992";"SUP6C29";"SINISTRO"
"6414991";"CUU0A35";"CORRETIVA"
"6414990";"RNU0B27";"CORRETIVA"
"6414989";"RTM2J98";"CORRETIVA"
"6414988";"STW6H55";"PREVENTIVA"
"6414987";"TCW3A78";"CORRETIVA"
"6414986";"TKZ9G97";"O.S Rápida"
"6414985";"SVK2H63";"PREVENTIVA"
"6414984";"SVH4G51";"CORRETIVA"
"6414983";"EOC0F44";"CORRETIVA"
"6414982";"SYJ3J05";"PREVENTIVA"
"6414981";"SUO6G25";"SINISTRO"
"6414980";"SHS1H96";""
"6414979";"DZJ8G24";"O.S Rápida"
"6414978";"RVX2E74";"PREVENTIVA"
"6414977";"SIW9C23";"CORRETIVA"
"6414976";"SUG6G91";""
"6414975";"SHR8D51";""
"6414974";"QUO8287";"CORRETIVA"
"6414973";"SWO0J51";"O.S Rápida"
"6414972";"STW1B83";"PREVENTIVA"
"6414971";"SYP3B37";"O.S Rápida"
"6414970";"STH8C46";"GUINCHO"
"6414969";"TJW5B04";""
"6414968";"SHH1D05";"FURTO/ROUBO ACESSÓRIO"
"6414967";"SYP3C54";"CORRETIVA"
"6414966";"FWE4E82";"O.S Rápida"
"6414965";"PVR9C56";"CORRETIVA"
"6414964";"ROY9B85";"SINISTRO"
"6414963";"ENI8A96";""
"6414962";"RVU8F91";"PREVENTIVA"
"6414961";"EBI9B42";"CORRETIVA"
"6414960";"SYO1H98";"O.S Rápida"
"6414959";"RKF7B68";"PREVENTIVA"
"6414958";"SUL2B81";"CORRETIVA"
"6414957";"SIY2C74";"CORRETIVA"
"6414956";"TLU4J73";"PREVENTIVA"
"6414955";"SIV0G70";"CORRETIVA"
"6414954";"SHF0E07";"CORRETIVA"
"6414953";"SUG9F23";"CORRETIVA"
"6414952";"SUH0I70";""
"6414951";"EOS8A05";""
"6414950";"RMR0E67";"GUINCHO"
"6414949";"ECA6D02";"NO SHOW DESMOBILIZAÇÃO"
"6414948";"TCU9B13";"CORRETIVA"
"6414947";"HIV7D49";"CORRETIVA"
"6414946";"TCU9B13";"CORRETIVA"
"6414945";"PVR4E30";"PREVENTIVA"
"6414944";"TCU9B13";"CORRETIVA"
"6414943";"TKG5E17";""
"6414942";"TKH2D71";""
"6414940";"QUN8734";"CORRETIVA"
"6414939";"SJH4F01";"PREVENTIVA"
"6414938";"FKH8J92";"PREVENTIVA"
"6414937";"SHS1I58";"CORRETIVA"
"6414936";"SJH8J88";""
"6414935";"TCG2H90";"PREVENTIVA"
"6414934";"SYY3I22";"PREVENTIVA"
"6414933";"SVH4G51";""
"6414932";"SVC0C11";""
"6414931";"SYU0I63";"PREVENTIVA"
"6414930";"SSR6G78";""
"6414929";"RTM3I80";"CORRETIVA"
"6414928";"TCG8H17";"PREVENTIVA"
"6414927";"SVN7J41";""
"6414926";"SHG7D49";""
"6414925";"STL9J99";""
"6414924";"FYN1F13";"CORRETIVA"
"6414923";"ECU3F06";"DESMOBILIZAÇÃO"
"6414922";"RVZ2A21";"RASTREADOR RETIRADA"
"6414921";"RVZ2A21";"DESMOBILIZAÇÃO"
"6414920";"SUL4G80";"PREVENTIVA"
"6414919";"SHU1D46";""
"6414918";"QUT7739";"CORRETIVA"
"6414917";"SUB9C91";"PREVENTIVA"
"6414916";"SYL0E46";"PREVENTIVA"
"6414915";"SVH0I43";"CORRETIVA"
"6414914";"RNF6C97";"CORRETIVA"
"6414913";"STK7A60";"CORRETIVA"
"6414912";"EXG7C54";"PREVENTIVA"
"6414911";"SIZ8D48";"PREVENTIVA"
"6414910";"TCM1I19";"PREVENTIVA"
"6414909";"STJ7B21";"PREVENTIVA"
"6414908";"SYL0E36";"PREVENTIVA"
"6414907";"RMY9A60";"SINISTRO"
"6414906";"ENE4A81";"PREVENTIVA"
"6414905";"TJK7E23";"PREVENTIVA"
"6414904";"TCJ1D66";"PREVENTIVA"
"6414903";"RUY5B49";"CORRETIVA"
"6414902";"FSE2J82";"CORRETIVA"
"6414901";"SIL3D27";"CORRETIVA"
"6414900";"RFG0I93";"CORRETIVA"
"6414899";"SUY6E00";"PREVENTIVA"
"6414898";"RVD7B11";"CORRETIVA"
"6414897";"RFG0I93";""
"6414896";"TCE8E51";"PREVENTIVA"
"6414895";"RTM2J98";""
"6414894";"SIZ8D85";"CORRETIVA"
"6414893";"SYA1C90";"SINISTRO"
"6414892";"RNM5G13";"CORRETIVA"
"6414891";"RFG0I93";"PREVENTIVA"
"6414890";"FVT9G63";""
"6414889";"RVU6J68";"DESMOBILIZAÇÃO"
"6414888";"RVU6J68";"RASTREADOR RETIRADA"
"6414887";"RUC0G43";"CORRETIVA"
"6414886";"RMO0C43";"PREVENTIVA"
"6414885";"QMZ0B02";""
"6414884";"SUA3G91";"CORRETIVA"
"6414883";"SYJ4A68";"PREVENTIVA"
"6414882";"TJR6F00";""
"6414881";"RVK1B57";"PREVENTIVA"
"6414880";"SYQ5A35";"CORRETIVA"
"6414879";"SSU1E99";"PREVENTIVA"
"6414878";"RFG0I93";""
"6414877";"RFG0I93";"CORRETIVA"
"6414876";"TCA0C89";"PREVENTIVA"
"6414875";"ENI8A96";"CORRETIVA"
"6414874";"CYR9H69";"CORRETIVA"
"6414873";"EQO7G04";"PREVENTIVA"
"6414872";"CVI8G37";""
"6414871";"SUI7D85";"CORRETIVA"
"6414870";"RVS5I26";"CORRETIVA"
"6414869";"SUY6E00";"SINISTRO"
"6414868";"RVJ4I45";"PREVENTIVA"
"6414867";"EBO2E91";"NO SHOW DESMOBILIZAÇÃO"
"6414866";"RTY2A90";"CORRETIVA"
"6414865";"SHK1G13";"CORRETIVA"
"6414864";"RTV9C35";""
"6414863";"SVO4G54";"PREVENTIVA"
"6414862";"RNA9I21";"PREVENTIVA"
"6414861";"EZU0E75";"CORRETIVA"
"6414860";"EOB8A44";"PREVENTIVA"
"6414859";"HIV7H46";"PREVENTIVA"
"6414858";"EOJ7I82";"PREVENTIVA"
"6414857";"CVI8G37";""
"6414856";"TKA8H09";""
"6414855";"SUY5J23";"PREVENTIVA"
"6414854";"SYB5F70";"RASTREADOR RETIRADA"
"6414853";"CVI8G37";""
"6414852";"SSU5A55";"CORRETIVA"
"6414851";"TJK7E23";""
"6414850";"SHR8D51";""
"6414849";"SYF0A83";"CORRETIVA"
"6414848";"SYB5F70";"DESMOBILIZAÇÃO"
"6414847";"RNF6D00";"CORRETIVA"
"6414846";"FJZ3A61";"CORRETIVA"
"6414845";"SYH7I55";"PREVENTIVA"
"6414844";"FBS8D71";""
"6414843";"ECU7G03";"CORRETIVA"
"6414842";"TKW4H57";"PREVENTIVA"
"6414841";"SST8J76";"CORRETIVA"
"6414840";"STJ2G91";"PREVENTIVA"
"6414839";"RND6D81";"SINISTRO"
"6414838";"STJ2G91";"PREVENTIVA"
"6414837";"SHT8H34";"CORRETIVA"
"6414836";"EQF2H81";"GUINCHO"
"6414835";"STJ2G91";"PREVENTIVA"
"6414834";"RNI9I75";"CORRETIVA"
"6414833";"SSU9D33";"PREVENTIVA"
"6414832";"STJ2G91";"PREVENTIVA"
"6414831";"SIF9G30";"PREVENTIVA"
"6414830";"SUR3C43";"CORRETIVA"
"6414829";"SJE2I93";"PREVENTIVA"
"6414828";"SYP1C25";"CORRETIVA"
"6414827";"SHG8E23";"CORRETIVA"
"6414826";"SSR4C60";"PREVENTIVA"
"6414825";"ECS1D03";"CORRETIVA"
"6414824";"SHQ1H60";"SINISTRO"
"6414823";"STP9G80";"PREVENTIVA"
"6414822";"RML9B60";"CORRETIVA"
"6414821";"RMM3A99";"PREVENTIVA"
"6414820";"SVN1F30";""
"6414819";"SIK5G95";"CORRETIVA"
"6414818";"SUI4C63";"PREVENTIVA"
"6414817";"RMM3A90";"PREVENTIVA"
"6414816";"SHW1J10";"PREVENTIVA"
"6414815";"SYT3B61";""
"6414814";"FYF3A94";"CORRETIVA"
"6414813";"SYO1I33";"ENVIO DE 2º VIA DE PLACA"
"6414812";"SSU6J70";"PREVENTIVA"
"6414811";"EGB8A14";"CORRETIVA"
"6414810";"RVV0D73";"CORRETIVA"
"6414809";"EGV5E21";""
"6414808";"GDX6A92";"CORRETIVA"
"6414807";"SVN7J41";"PREVENTIVA"
"6414806";"PVR3C66";"CORRETIVA"
"6414805";"RMF9A83";"CORRETIVA"
"6414804";"SHL4J32";"CORRETIVA"
"6414803";"RMY9C16";"SINISTRO"
"6414802";"FOC5H53";"CORRETIVA"
"6414801";"QUO8C95";"CORRETIVA"
"6414800";"SSY3F66";"CORRETIVA"
"6414799";"FYN1F13";""
"6414798";"TCD1A39";"CORRETIVA"
"6414797";"GHV4E81";"PREVENTIVA"
"6414796";"RFG0I93";""
"6414795";"GCV8D93";"GUINCHO"
"6414794";"FRT0G24";""
"6414793";"RFG0I93";"CORRETIVA"
"6414792";"RNS0I95";"SINISTRO"
"6414791";"STG4C15";"CORRETIVA"
"6414790";"FOU5B34";"CORRETIVA"
"6414789";"SHV1H35";"PREVENTIVA"
"6414788";"SSY2B02";"PREVENTIVA"
"6414787";"SYH7H73";"PREVENTIVA"
"6414786";"QUO8337";"CORRETIVA"
"6414785";"SYI3J13";"PREVENTIVA"
"6414784";"SUT7H65";"PREVENTIVA"
"6414783";"RVZ1E63";"CRLV"
"6414782";"TIS7E98";"GUINCHO"
"6414781";"SIW0I14";"PREVENTIVA"
"6414780";"SSV9E90";"CORRETIVA"
"6414779";"TJK7E23";"CORRETIVA"
"6414778";"SJA9D30";"CORRETIVA"
"6414777";"EFD4H24";"CORRETIVA"
"6414776";"SVY0E75";"GUINCHO"
"6414775";"FPT6H34";"CORRETIVA"
"6414774";"SYO1D01";"PREVENTIVA"
"6414773";"STS4C97";"PREVENTIVA"
"6414772";"RNF5G70";"CORRETIVA"
"6414771";"SHZ5J53";"PREVENTIVA"
"6414770";"QMY0J08";"PREVENTIVA"
"6414769";"PZB4B23";"CORRETIVA"
"6414768";"RML9C56";"CORRETIVA"
"6414767";"ECU5I95";"CORRETIVA"
"6414766";"RUH3C72";"PREVENTIVA"
"6414765";"RTE1C83";"O.S Rápida"
"6414764";"SYO1I33";"PREVENTIVA"
"6414763";"EKJ8J24";"SINISTRO"
"6414762";"STT2J65";"PREVENTIVA"
"6414761";"SSS8B30";"PREVENTIVA"
"6414760";"SIW0I49";"PREVENTIVA"
"6414759";"EBO7E11";"O.S Rápida"
"6414758";"EBZ4C01";"SINISTRO"
"6414757";"SSS4J90";"DESMOBILIZAÇÃO"
"6414756";"SHN2H10";"CORRETIVA"
"6414755";"SVG4J50";""
"6414754";"QMY0J23";"PREVENTIVA"
"6414753";"RMD9A39";"O.S Rápida"
"6414752";"ERD9A51";"CORRETIVA"
"6414751";"PVR1G14";"PREVENTIVA"
"6414750";"ELR5H71";"SINISTRO"
"6414749";"SYH7D84";"PREVENTIVA"
"6414748";"GAI5A36";"CORRETIVA"
"6414747";"STI4E61";"DESMOBILIZAÇÃO"
"6414746";"QXH5345";"O.S Rápida"
"6414745";"SYS9J32";"PREVENTIVA"
"6414744";"SUW3A21";"PREVENTIVA"
"6414743";"EZS7I71";"PREVENTIVA"
"6414742";"SST6F80";"GUINCHO"
"6414741";"FRF5B14";"CORRETIVA"
"6414740";"STX5F60";"PREVENTIVA"
"6414739";"RFY3G59";"O.S Rápida"
"6414738";"SYO9C12";"PREVENTIVA"
"6414737";"RMY9A25";"CORRETIVA"
"6414736";"RNH7J24";"CORRETIVA"
"6414735";"SHH8F09";"PREVENTIVA"
"6414734";"EJC7A51";"CORRETIVA"
"6414733";"RFI8E47";"O.S Rápida"
"6414732";"RNV7D30";"SINISTRO"
"6414731";"SSX0H35";"CORRETIVA"
"6414730";"FVS6A41";"CORRETIVA"
"6414729";"STB5D89";"CORRETIVA"
"6414728";"SWN4C11";"ACESSÓRIOS"
"6414727";"PVR1G14";"PREVENTIVA"
"6414726";"FWB0F61";"GUINCHO"
"6414725";"RMX8H25";"O.S Rápida"
"6414724";"EKU3J53";"CORRETIVA"
"6414723";"FHX4A93";"PREVENTIVA"
"6414722";"RVD7A99";"CORRETIVA"
"6414721";"SYN7C22";"CORRETIVA"
"6414720";"RTZ0B11";"O.S Rápida"
"6414719";"SYY7I49";"CORRETIVA"
"6414718";"GBJ5E02";"CORRETIVA"
"6414717";"EKU3J53";"CORRETIVA"
"6414716";"SUC4H51";"PREVENTIVA"
"6414715";"RUS1G14";"RASTREADOR RETIRADA"
"6414714";"RUS1G14";"DESMOBILIZAÇÃO"
"6414713";"SIK2G45";"SINISTRO"
"6414712";"SHH2G88";"CORRETIVA"
"6414711";"QMV3H47";"PREVENTIVA"
"6414710";"FKB8D14";"PREVENTIVA"
"6414709";"RVU8E82";""
"6414708";"SSS2B26";"PREVENTIVA"
"6414707";"SIF9G47";"PREVENTIVA"
"6414706";"SIG0C82";"CORRETIVA"
"6414705";"SVA6D41";"CORRETIVA"
"6414704";"SSY5B61";"CORRETIVA"
"6414703";"RVD7B23";"PREVENTIVA"
"6414702";"FAC8I23";"PREVENTIVA"
"6414701";"SYN7C22";"PREVENTIVA"
"6414700";"EWM6H41";"CORRETIVA"
"6414699";"SHU0I12";"CORRETIVA"
"6414698";"STA9H30";"CORRETIVA"
"6414697";"SUD6B41";"CORRETIVA"
"6414696";"HIV7C12";"SINISTRO"
"6414695";"RUE7H96";"CORRETIVA"
"6414694";"RVV0D81";"CORRETIVA"
"6414693";"SYB5F77";""
"6414692";"SIG0G12";"GUINCHO"
"6414691";"SVX4E62";"CORRETIVA"
"6414690";"SWI1I75";"PREVENTIVA"
"6414689";"RFT8I71";"O.S Rápida"
"6414688";"SIP2B06";"PREVENTIVA"
"6414687";"SSR3C75";"CORRETIVA"
"6414686";"EUF6C73";"PREVENTIVA"
"6414685";"RVT6D83";"CORRETIVA"
"6414684";"SUE2G61";"PREVENTIVA"
"6414683";"SVR6B41";"PREVENTIVA"
"6414682";"RMN4A79";"O.S Rápida"
"6414681";"SHJ5F38";"PREVENTIVA"
"6414680";"SSY9B72";"RASTREADOR RETIRADA"
"6414679";"SSY9B72";"NO SHOW DESMOBILIZAÇÃO"
"6414678";"RNH7I65";"CORRETIVA"
"6414677";"SSR3E99";"CORRETIVA"
"6414676";"FZU1A12";"CORRETIVA"
"6414675";"ECU5I95";"PREVENTIVA"
"6414674";"SVY8G74";"O.S Rápida"
"6414673";"SHG2H25";"CORRETIVA"
"6414672";"SVE1J51";""
"6414671";"RUQ1D10";"CORRETIVA"
"6414670";"RVT6D83";"CORRETIVA"
"6414669";"SIU2C47";"CORRETIVA"
"6414668";"RVT6F01";"CORRETIVA"
"6414667";"SVN8D01";"CORRETIVA"
"6414666";"RNB2D54";"O.S Rápida"
"6414665";"RNS9C62";"PREVENTIVA"
"6414664";"FPS9J21";"CORRETIVA"
"6414663";"SUE2G61";""
"6414662";"RMN4B70";"O.S Rápida"
"6414661";"SUU8C43";"PREVENTIVA"
"6414660";"RVU8F91";""
"6414659";"SUO7J61";"PREVENTIVA"
"6414658";"SUF8G22";"RASTREADOR RETIRADA"
"6414657";"SUF8G22";"NO SHOW DESMOBILIZAÇÃO"
"6414656";"RMM3A88";"PREVENTIVA"
"6414655";"ETP8C71";"CORRETIVA"
"6414654";"RMM3A96";"PREVENTIVA"
"6414653";"STJ1A51";"CORRETIVA"
"6414652";"RTT6D43";"O.S Rápida"
"6414651";"GHS0H62";"CORRETIVA"
"6414650";"SIU2C33";"CORRETIVA"
"6414649";"RNS9C62";"CORRETIVA"
"6414648";"ENP1E61";"CORRETIVA"
"6414647";"TCP6C26";"PREVENTIVA"
"6414646";"FHX7E32";"PREVENTIVA"
"6414645";"RTM0J67";"CORRETIVA"
"6414644";"EXH7I43";"O.S Rápida"
"6414643";"SJB5J61";"PREVENTIVA"
"6414642";"HIV9H44";"CORRETIVA"
"6414641";"SUP9J21";"PREVENTIVA"
"6414639";"SUD0B39";"PREVENTIVA"
"6414638";"FOC5H53";"CORRETIVA"
"6414637";"EHL8F34";"CORRETIVA"
"6414636";"EJB5G32";""
"6414635";"SYG8G81";"PREVENTIVA"
"6414634";"RUG7H80";"O.S Rápida"
"6414633";"SVP5I76";""
"6414632";"EBO5H31";"CORRETIVA"
"6414631";"STS8H32";"PREVENTIVA"
"6414630";"GJS9H56";"CORRETIVA"
"6414629";"GCL3J12";"CORRETIVA"
"6414628";"QQN5451";"O.S Rápida"
"6414627";"SJB3A80";"CORRETIVA"
"6414626";"EVT2F46";"CORRETIVA"
"6414625";"STA2I48";"SINISTRO"
"6414624";"SUZ2C26";""
"6414623";"FSY4A24";"CORRETIVA"
"6414622";"TLO3B45";""
"6414621";"FKE5A91";"PREVENTIVA"
"6414620";"RMH7H83";"O.S Rápida"
"6414619";"EPN1J66";"CORRETIVA"
"6414618";"RUE0I29";"CORRETIVA"
"6414617";"EWE1B62";"CORRETIVA"
"6414616";"STV4H10";""
"6414615";"FPT9E12";"CORRETIVA"
"6414614";"RVF5A57";"RASTREADOR RETIRADA"
"6414613";"STU1G40";""
"6414612";"SUG6B31";"CORRETIVA"
"6414611";"RVF5A57";"DESMOBILIZAÇÃO"
"6414610";"STF2I65";""
"6414609";"RNK2H02";"PREVENTIVA"
"6414608";"RUV8I35";"RASTREADOR RETIRADA"
"6414607";"SST6D69";"CORRETIVA"
"6414606";"RMH7H83";"O.S Rápida"
"6414605";"GDU9D62";"CORRETIVA"
"6414604";"FXQ7J21";""
"6414603";"HIV9H43";"CORRETIVA"
"6414602";"RVN4F72";"CORRETIVA"
"6414601";"EMO5B42";"CORRETIVA"
"6414600";"SUA9G00";""
"6414599";"FCV5J64";"CORRETIVA"
"6414598";"SIF8C41";"CORRETIVA"
"6414597";"SHT8B65";"GUINCHO"
"6414596";"RUV8I35";"DESMOBILIZAÇÃO"
"6414595";"SJB7E68";"CORRETIVA"
"6414594";"EQA8G93";"CORRETIVA"
"6414593";"GHY8J73";"CORRETIVA"
"6414592";"SIG0D28";"CORRETIVA"
"6414591";"STV3C41";"FURTO/ROUBO ACESSÓRIO"
"6414590";"FFK6G73";"CORRETIVA"
"6414589";"FPC7I91";"CORRETIVA"
"6414588";"STM8G83";"CORRETIVA"
"6414587";"ECW4G65";"CORRETIVA"
"6414586";"RNV9B86";"SINISTRO"
"6414585";"GCV8D93";""
"6414584";"RNJ2E80";"O.S Rápida"
"6414583";"RVF5A56";"RASTREADOR RETIRADA"
"6414582";"EEM0E62";"CORRETIVA"
"6414581";"RVW4J19";"CORRETIVA"
"6414580";"RVF5A56";"DESMOBILIZAÇÃO"
"6414579";"STV7G43";"PREVENTIVA"
"6414578";"GDM8C17";"CORRETIVA"
"6414577";"GJZ1I56";"CORRETIVA"
"6414576";"RFT2D09";"CORRETIVA"
"6414575";"TCI1B33";"CORRETIVA"
"6414574";"SYH8C34";"CORRETIVA"
"6414573";"RTZ1E85";"O.S Rápida"
"6414572";"SSR2F16";"CORRETIVA"
"6414571";"QUA7639";"PREVENTIVA"
"6414570";"TCN3G86";"PREVENTIVA"
"6414569";"SUK2J27";"PREVENTIVA"
"6414568";"STF4F71";""
"6414567";"ECW4G65";"CORRETIVA"
"6414566";"SYK2I37";"CORRETIVA"
"6414565";"GAL8F21";""
"6414564";"EHS9A42";"CORRETIVA"
"6414563";"TLY4F03";"GUINCHO"
"6414562";"TCP3I10";""
"6414561";"SIJ2A11";"CORRETIVA"
"6414560";"SUE5B77";"CORRETIVA"
"6414559";"SST0J19";""
"6414558";"STQ2I91";""
"6414557";"SYP1J61";""
"6414556";"SSW6G87";"CORRETIVA"
"6414555";"RMO0C50";"O.S Rápida"
"6414554";"SHM3H28";"PREVENTIVA"
"6414553";"QMY6A59";"CORRETIVA"
"6414552";"GEZ1J23";"CORRETIVA"
"6414551";"SSU1D11";"CORRETIVA"
"6414550";"GDM8C17";""
"6414549";"SUD8H22";"PREVENTIVA"
"6414548";"SYE1E49";"CORRETIVA"
"6414547";"SUP4E40";"PREVENTIVA"
"6414546";"SYU8G89";"PREVENTIVA"
"6414545";"TDC8D90";"CORRETIVA"
"6414544";"STG1H88";"CORRETIVA"
"6414543";"RTA8I90";"O.S Rápida"
"6414542";"STT5F81";"CORRETIVA"
"6414541";"SUW5C02";"CORRETIVA"
"6414540";"EPF3I24";"CORRETIVA"
"6414539";"QUA4565";"O.S Rápida"
"6414538";"SHJ6A72";"SINISTRO"
"6414537";"STT2A66";""
"6414536";"RTS9E14";"O.S Rápida"
"6414535";"SST0F33";"CORRETIVA"
"6414534";"SUU3I05";"PREVENTIVA"
"6414533";"SHQ1H54";"CORRETIVA"
"6414532";"SYE0I22";"CORRETIVA"
"6414531";"SSY6B80";"CORRETIVA"
"6414530";"QUA4762";"O.S Rápida"
"6414529";"SYU8G89";"SINISTRO"
"6414528";"TCG3J01";"CORRETIVA"
"6414527";"SYG8I64";"CORRETIVA"
"6414526";"SVC0C11";""
"6414525";"RVD3G01";"RASTREADOR"
"6414524";"QUO8274";"O.S Rápida"
"6414523";"SIT0G08";"PREVENTIVA"
"6414522";"EXF1B03";"CORRETIVA"
"6414520";"RUE0H97";"CORRETIVA"
"6414519";"EZC4J82";"PREVENTIVA"
"6414518";"RND1A38";"O.S Rápida"
"6414517";"SWC6D53";"CORRETIVA"
"6414516";"FCP1G44";"CORRETIVA"
"6414515";"RVW5J01";"CORRETIVA"
"6414514";"STP0G13";"GUINCHO"
"6414513";"SJE4J88";"CORRETIVA"
"6414512";"SIZ0H34";"CORRETIVA"
"6414511";"RUW1D80";"O.S Rápida"
"6414510";"SSR8I73";"PREVENTIVA"
"6414509";"SSW3H79";"CORRETIVA"
"6414508";"EBN8A42";"PREVENTIVA"
"6414507";"SYK2I95";"PREVENTIVA"
"6414506";"CUS8G79";"PREVENTIVA"
"6414505";"ENZ8I62";"CORRETIVA"
"6414504";"RNO1G29";"CORRETIVA"
"6414503";"RFX9J68";"O.S Rápida"
"6414502";"SIW0J66";""
"6414501";"SYE0I22";"PREVENTIVA"
"6414500";"SWF1F12";"PREVENTIVA"
"6414499";"SSU5D18";"CORRETIVA"
"6414498";"TKH2D71";"CORRETIVA"
"6414497";"EGS8D21";"PREVENTIVA"
"6414496";"RVT6E67";"CORRETIVA"
"6414495";"FSH9A21";"CORRETIVA"
"6414494";"EQP1G51";"CORRETIVA"
"6414493";"SUS1B07";"PREVENTIVA"
"6414492";"RVP2A26";"CORRETIVA"
"6414491";"STF6H22";"PREVENTIVA"
"6414490";"STB5A60";"PREVENTIVA"
"6414489";"SYZ7D60";""
"6414488";"FCE3D34";"CORRETIVA"
"6414487";"STL5F06";"O.S Rápida"
"6414486";"FNK7C11";"PREVENTIVA"
"6414485";"TKY8F07";"CORRETIVA"
"6414483";"GFV9A02";"CORRETIVA"
"6414482";"SHB1E80";"CRLV"
"6414481";"RFY3G31";"O.S Rápida"
"6414480";"GFW6C31";"CORRETIVA"
"6414479";"SUG3E11";"CORRETIVA"
"6414478";"EQJ0D41";"CORRETIVA"
"6414477";"RUH4E86";"SINISTRO"
"6414476";"ESN3C81";""
"6414475";"QXU2J30";"O.S Rápida"
"6414474";"FJR2G52";"CORRETIVA"
"6414473";"TCG2H90";""
"6414472";"SIW9A64";"GUINCHO"
"6414471";"RUC6H54";"O.S Rápida"
"6414470";"RVN5I38";"CORRETIVA"
"6414469";"STP3B21";"PREVENTIVA"
"6414468";"STH4E36";"PREVENTIVA"
"6414467";"EJC2F54";""
"6414466";"RMI8J41";"O.S Rápida"
"6414465";"TCH2F14";"PREVENTIVA"
"6414464";"SHO1I38";"PREVENTIVA"
"6414463";"RVO9D72";"SINISTRO"
"6414462";"QUA4546";"CORRETIVA"
"6414461";"RTM9F61";"DESMOBILIZAÇÃO"
"6414460";"RTS8F85";"O.S Rápida"
"6414459";"SIJ1I18";"CORRETIVA"
"6414458";"FJX4H21";"PREVENTIVA"
"6414457";"RTS8A59";"O.S Rápida"
"6414456";"STZ9H83";"GUINCHO"
"6414455";"SUS1B07";""
"6414454";"STZ6I91";"PREVENTIVA"
"6414453";"SUD0B39";"PREVENTIVA"
"6414452";"SSU7I43";""
"6414451";"SUD0B39";"PREVENTIVA"
"6414450";"RND3A20";"O.S Rápida"
"6414449";"SUD0B39";"PREVENTIVA"
"6414448";"SUD0B39";""
"6414447";"STT1F65";"PREVENTIVA"
"6414446";"SSV3H64";"CORRETIVA"
"6414445";"SUF9G80";"CORRETIVA"
"6414444";"SUD0B39";""
"6414443";"HIV7D02";"SINISTRO"
"6414442";"QXU2J28";"O.S Rápida"
"6414441";"SIT6G83";"CORRETIVA"
"6414440";"QMV3I58";"PREVENTIVA"
"6414439";"EOD4G51";"CORRETIVA"
"6414438";"SYG8I64";"PREVENTIVA"
"6414437";"GCV8D93";"GUINCHO"
"6414436";"RMM7E63";"PREVENTIVA"
"6414435";"STT3D03";"PREVENTIVA"
"6414434";"SHH1D74";"O.S Rápida"
"6414433";"SUS0E09";"PREVENTIVA"
"6414432";"SVW3D92";"ENVIO DE 2º VIA DE PLACA"
