"Atendimento";"Placa";"Motivo OS"
"6414431";"SIG0B86";"PREVENTIVA"
"6414430";"RTZ5J70";"CORRETIVA"
"6414429";"RVS5H16";"CORRETIVA"
"6414428";"RNP2G72";"CORRETIVA"
"6414427";"RUZ1I27";"CORRETIVA"
"6414426";"QUA4537";"O.S Rápida"
"6414425";"SYN3D63";"PREVENTIVA"
"6414423";"SSW4I51";"CORRETIVA"
"6414422";"TCP3D65";"PREVENTIVA"
"6414421";"SSU4G63";"CORRETIVA"
"6414420";"GFQ1C21";"CORRETIVA"
"6414419";"RNC1D32";"O.S Rápida"
"6414418";"RVV0D87";"PREVENTIVA"
"6414417";"RUH1D46";"CORRETIVA"
"6414416";"TKH1I67";"SINISTRO"
"6414415";"STZ2E46";"GUINCHO"
"6414414";"FPM5D21";"CORRETIVA"
"6414413";"RMV4H12";"O.S Rápida"
"6414412";"SWD4H21";"PREVENTIVA"
"6414411";"GDR8G24";"PREVENTIVA"
"6414410";"FSB5J16";"CORRETIVA"
"6414409";"EJC4C52";"CORRETIVA"
"6414408";"SSW4F12";"CORRETIVA"
"6414407";"TLI3I35";""
"6414406";"RNJ4D28";"CORRETIVA"
"6414405";"RTA5G03";"O.S Rápida"
"6414404";"SYH7E97";"PREVENTIVA"
"6414403";"ESP9H92";"O.S Rápida"
"6414402";"SUD4B40";"PREVENTIVA"
"6414401";"SUX3B12";"PREVENTIVA"
"6414400";"RNK2I62";"PREVENTIVA"
"6414399";"SIW9A64";""
"6414398";"RMF9A06";"O.S Rápida"
"6414397";"SIJ1I74";"CORRETIVA"
"6414396";"GJQ7H24";"PREVENTIVA"
"6414395";"SIQ8C13";"CORRETIVA"
"6414394";"SUS1B07";""
"6414393";"RMH5E11";"O.S Rápida"
"6414392";"RNN6F83";"O.S Rápida"
"6414391";"SYG7J00";""
"6414390";"SYH7F08";"PREVENTIVA"
"6414389";"TCJ8I57";"PREVENTIVA"
"6414388";"ESN3C81";""
"6414387";"SVA0H93";"PREVENTIVA"
"6414386";"RVO3I11";""
"6414385";"ECR2E86";"O.S Rápida"
"6414384";"RMX3F53";"O.S Rápida"
"6414383";"SYG3H53";"CORRETIVA"
"6414382";"SVM5D20";""
"6414381";"SYG8G55";"PREVENTIVA"
"6414380";"GBJ7I63";"PREVENTIVA"
"6414379";"SJF6I35";"PREVENTIVA"
"6414378";"GGJ6J51";""
"6414376";"FZL7J32";"O.S Rápida"
"6414375";"RTX5I70";"O.S Rápida"
"6414374";"SST5E86";"ESTADIA"
"6414373";"SSX5C64";""
"6414372";"STP0C91";"PREVENTIVA"
"6414371";"GGJ6J51";"CORRETIVA"
"6414370";"RUF0A89";"CORRETIVA"
"6414369";"GGJ6J51";"PREVENTIVA"
"6414368";"TCS9H33";"O.S Rápida"
"6414367";"RFO6B68";"O.S Rápida"
"6414366";"RTI8J60";"O.S Rápida"
"6414365";"FBV2C31";"CORRETIVA"
"6414364";"SJE4J79";"SINISTRO"
"6414363";"RVH5G41";"CORRETIVA"
"6414362";"SVN6D61";"CORRETIVA"
"6414361";"STK5A01";"CORRETIVA"
"6414360";"SSV1F65";"PREVENTIVA"
"6414359";"ROF6J70";"O.S Rápida"
"6414358";"STC8G11";"PREVENTIVA"
"6414357";"RNF5I91";"O.S Rápida"
"6414356";"SYP5J64";"CORRETIVA"
"6414355";"FJG5B24";"CORRETIVA"
"6414354";"ESR8F43";"CORRETIVA"
"6414353";"GKD4C02";"PREVENTIVA"
"6414352";"RTD8D04";"O.S Rápida"
"6414351";"SHO3G51";"O.S Rápida"
"6414350";"HIV7G91";"CORRETIVA"
"6414349";"GBC3J67";"RASTREADOR RETIRADA"
"6414348";"SWF9I68";"PREVENTIVA"
"6414347";"STL9F52";"PREVENTIVA"
"6414346";"SYX8C34";"CORRETIVA"
"6414345";"GBC3J67";"DESMOBILIZAÇÃO"
"6414344";"STY7G86";"PREVENTIVA"
"6414343";"RVO5C40";"PREVENTIVA"
"6414342";"QMZ5G70";""
"6414341";"RMY8I75";"O.S Rápida"
"6414340";"ROF5J89";"O.S Rápida"
"6414339";"GEC7C02";"PREVENTIVA"
"6414338";"SST2A93";"CORRETIVA"
"6414337";"SYH7G02";"PREVENTIVA"
"6414336";"PVR3E89";"PREVENTIVA"
"6414335";"RVT4I83";"CORRETIVA"
"6414334";"SHS5I90";"SINISTRO"
"6414333";"SIJ0D75";"CORRETIVA"
"6414332";"SYH7H59";"PREVENTIVA"
"6414331";"SYP3H64";"CORRETIVA"
"6414330";"SYP5J64";"PREVENTIVA"
"6414329";"ROF7J06";"O.S Rápida"
"6414328";"FDK5G74";"CORRETIVA"
"6414327";"SYH7G04";"PREVENTIVA"
"6414326";"SYD1D46";"CORRETIVA"
"6414325";"RTW8E54";"SINISTRO"
"6414324";"GAO5D01";"O.S Rápida"
"6414323";"RVH5F75";"CORRETIVA"
"6414322";"SIU2C33";"CORRETIVA"
"6414321";"SHG7H93";"PREVENTIVA"
"6414320";"SSS6E42";"CORRETIVA"
"6414319";"SYP2C95";"PREVENTIVA"
"6414318";"FGX0F51";"CORRETIVA"
"6414317";"FLU5I83";"PREVENTIVA"
"6414316";"RUR7I79";"O.S Rápida"
"6414315";"RTD8D01";"O.S Rápida"
"6414314";"SUR6H70";"CORRETIVA"
"6414313";"FOQ6I26";"O.S Rápida"
"6414312";"STQ6B31";"CORRETIVA"
"6414311";"EFM6F24";"PREVENTIVA"
"6414310";"RUM0D36";"O.S Rápida"
"6414309";"SST2J82";""
"6414308";"RNH4A55";"CORRETIVA"
"6414307";"RVK0F64";""
"6414306";"RUC5F46";"O.S Rápida"
"6414305";"SHO3F56";"CORRETIVA"
"6414304";"SII0E60";"O.S Rápida"
"6414303";"SUP4C42";""
"6414302";"TCM1I23";"PREVENTIVA"
"6414301";"SUG4D91";"PREVENTIVA"
"6414300";"GHD8F41";"O.S Rápida"
"6414299";"RVU7E66";"CORRETIVA"
"6414298";"OPP2C00";"SINISTRO"
"6414297";"EZE5I92";"CORRETIVA"
"6414296";"TCL8E90";""
"6414295";"QWZ6491";"O.S Rápida"
"6414294";"SVM6C53";"CORRETIVA"
"6414293";"STX3E60";"CORRETIVA"
"6414292";"RVW2G69";"CORRETIVA"
"6414291";"FWQ9I32";"CORRETIVA"
"6414290";"EFU6G61";"PREVENTIVA"
"6414289";"RTF9H31";"O.S Rápida"
"6414288";"GBF0F33";""
"6414287";"SVU5I71";"CORRETIVA"
"6414286";"TCP3E65";"PREVENTIVA"
"6414285";"GHB5D27";"O.S Rápida"
"6414284";"QQZ3431";"O.S Rápida"
"6414283";"SHC1G31";"PREVENTIVA"
"6414282";"RVU3H60";"CORRETIVA"
"6414281";"SSS1E77";""
"6414280";"FZK9E62";"CORRETIVA"
"6414279";"RVU5J31";"PREVENTIVA"
"6414278";"EXN2A52";"O.S Rápida"
"6414277";"ELU2G72";"CORRETIVA"
"6414276";"SVM7I01";"PREVENTIVA"
"6414275";"STB1J43";"PREVENTIVA"
"6414274";"EHY6G92";"PREVENTIVA"
"6414273";"SSW6E02";"CORRETIVA"
"6414272";"RTS8F68";"O.S Rápida"
"6414271";"SVC2A41";"CORRETIVA"
"6414270";"RUV1C13";"O.S Rápida"
"6414269";"SJE4J75";"PREVENTIVA"
"6414268";"SSY1E60";"CORRETIVA"
"6414267";"RUH4E79";"PREVENTIVA"
"6414266";"SSY1E60";"PREVENTIVA"
"6414265";"SII7I00";"CORRETIVA"
"6414264";"SWF0J45";"GUINCHO"
"6414263";"EZG3C72";"O.S Rápida"
"6414262";"EEF0E52";"CORRETIVA"
"6414261";"RVF4J65";"O.S Rápida"
"6414260";"SYE0J00";"PREVENTIVA"
"6414259";"SYU0I08";"CORRETIVA"
"6414258";"OPP2E90";"PREVENTIVA"
"6414257";"EEP3D71";"CORRETIVA"
"6414256";"RMX9C92";"O.S Rápida"
"6414255";"SIF8E13";"PREVENTIVA"
"6414254";"GJU3A56";"O.S Rápida"
"6414253";"TCJ8J23";"CORRETIVA"
"6414252";"RUH4E81";"GUINCHO"
"6414251";"OPP2E90";"PREVENTIVA"
"6414250";"SUH8E33";"PREVENTIVA"
"6414249";"TCN4G36";"PREVENTIVA"
"6414248";"SSR9A41";"CORRETIVA"
"6414247";"SHN2H03";"PREVENTIVA"
"6414246";"SHQ2E17";""
"6414245";"SIN1C80";"CORRETIVA"
"6414244";"STL4D40";"CORRETIVA"
"6414243";"RMF9A96";"O.S Rápida"
"6414242";"SJE7I01";"CORRETIVA"
"6414241";"FVP8D43";"O.S Rápida"
"6414240";"SUE1B76";""
"6414239";"FKS5F21";"CORRETIVA"
"6414238";"RUC9A30";"CORRETIVA"
"6414237";"STU8D20";"CORRETIVA"
"6414236";"RMY8C29";"O.S Rápida"
"6414235";"TLI4B32";""
"6414234";"EVO9J25";"O.S Rápida"
"6414233";"RTN1D25";"CORRETIVA"
"6414232";"RNC0B21";"O.S Rápida"
"6414231";"SYQ0B11";"PREVENTIVA"
"6414230";"SUQ2G20";"PREVENTIVA"
"6414229";"FGC2J61";"CORRETIVA"
"6414228";"RNY9H03";"CORRETIVA"
"6414227";"SJA3G59";"PREVENTIVA"
"6414226";"SUI2D51";"PREVENTIVA"
"6414225";"EJC2G52";"CORRETIVA"
"6414224";"SSZ9I42";""
"6414223";"ABC1D29";"CORRETIVA"
"6414222";"RNQ0G10";"SINISTRO"
"6414221";"STT3D03";"PREVENTIVA"
"6414220";"SIG8J16";"O.S Rápida"
"6414219";"SVH9C91";"PREVENTIVA"
"6414218";"TCJ1D66";""
"6414217";"STY1F73";"PREVENTIVA"
"6414216";"RUR5B32";"O.S Rápida"
"6414215";"SHP0C05";"CORRETIVA"
"6414214";"RUC1A14";"CORRETIVA"
"6414213";"RNJ2E03";"O.S Rápida"
"6414212";"FXM7B21";""
"6414211";"ERO6B21";"O.S Rápida"
"6414210";"QUH3106";"CORRETIVA"
"6414209";"SVB3A12";"CORRETIVA"
"6414208";"EQF2H81";""
"6414207";"GEJ6F24";"PREVENTIVA"
"6414206";"SHG2G19";"PREVENTIVA"
"6414205";"FKQ6J01";"CORRETIVA"
"6414204";"SIG3I68";"O.S Rápida"
"6414203";"SUA4B82";"CORRETIVA"
"6414202";"HIV7C23";"PREVENTIVA"
"6414201";"SUJ3H12";"CORRETIVA"
"6414200";"RUW6F86";"GUINCHO"
"6414199";"FZP0J02";"CORRETIVA"
"6414198";"SID9G30";"PREVENTIVA"
"6414197";"FUZ6G32";"CORRETIVA"
"6414196";"GBM9B82";"O.S Rápida"
"6414195";"SSW7D97";"CORRETIVA"
"6414194";"SIN1C16";"DESMOBILIZAÇÃO"
"6414193";"EEJ5B15";"CORRETIVA"
"6414192";"TKH1I67";""
"6414191";"SVU8E40";"CORRETIVA"
"6414190";"SIN1C16";"RASTREADOR RETIRADA"
"6414189";"RNN7H49";"O.S Rápida"
"6414188";"EDI3G61";"PREVENTIVA"
"6414187";"FKS5J01";"O.S Rápida"
"6414186";"SUA4H65";""
"6414185";"RVW8C61";""
"6414184";"TLW8J77";""
"6414183";"SSU2G80";""
"6414182";"SIU2C96";"PREVENTIVA"
"6414181";"SJA5F47";"O.S Rápida"
"6414180";"SIN1C14";"RASTREADOR RETIRADA"
"6414179";"ECM0E24";"PREVENTIVA"
"6414178";"SHW1J69";"CORRETIVA"
"6414177";"RUM6C48";"O.S Rápida"
"6414176";"SIN1C14";"DESMOBILIZAÇÃO"
"6414175";"RVH0F47";"CORRETIVA"
"6414174";"SIO1B73";"DESMOBILIZAÇÃO"
"6414173";"SIO1B73";"RASTREADOR RETIRADA"
"6414172";"EPI7C81";""
"6414171";"SSU2H97";"CORRETIVA"
"6414170";"RVV2G76";"O.S Rápida"
"6414169";"FUR5D13";""
"6414168";"SIG4F11";"PREVENTIVA"
"6414167";"SUC7E52";"PREVENTIVA"
"6414166";"RVH0G14";"O.S Rápida"
"6414165";"RMX8C23";"O.S Rápida"
"6414164";"FHG2E71";"PREVENTIVA"
"6414163";"SYE1F07";"PREVENTIVA"
"6414162";"SIJ1I39";"CORRETIVA"
"6414161";"RUM1E05";"PREVENTIVA"
"6414160";"SWJ4H81";"PREVENTIVA"
"6414159";"STM2A71";"PREVENTIVA"
"6414158";"SIH1B74";"DESMOBILIZAÇÃO"
"6414157";"SIH1B74";"RASTREADOR RETIRADA"
"6414156";"SWB9H97";"PREVENTIVA"
"6414155";"STD7I20";"CORRETIVA"
"6414154";"RNJ0E11";"CORRETIVA"
"6414153";"ESS3H47";"O.S Rápida"
"6414152";"SHG7H11";"CORRETIVA"
"6414151";"RVU7B57";"CORRETIVA"
"6414150";"HIV7C12";"SINISTRO"
"6414149";"SHF0E58";"CORRETIVA"
"6414148";"RNK2G82";"CORRETIVA"
"6414147";"RVT9C39";"O.S Rápida"
"6414146";"FQA6D24";"CORRETIVA"
"6414145";"SJB7D66";"PREVENTIVA"
"6414144";"GJF0A72";"CORRETIVA"
"6414143";"RNJ2G66";"O.S Rápida"
"6414142";"SSV7C71";"CORRETIVA"
"6414141";"FYJ4D41";"PREVENTIVA"
"6414140";"RTL8B49";"O.S Rápida"
"6414139";"RUB7C94";"O.S Rápida"
"6414138";"TJY1D31";"PREVENTIVA"
"6414137";"RVW4I87";"CORRETIVA"
"6414136";"RNX8I20";"O.S Rápida"
"6414135";"RMX9C12";"O.S Rápida"
"6414134";"SSZ7C32";"PREVENTIVA"
"6414133";"SHG7H11";"CORRETIVA"
"6414132";"TKP7I99";"PREVENTIVA"
"6414131";"SIH5A15";""
"6414130";"SYR5H32";"CORRETIVA"
"6414129";"SIH9I21";"CORRETIVA"
"6414128";"SVF4C02";"PREVENTIVA"
"6414127";"RNJ2D85";"O.S Rápida"
"6414126";"SYK3A29";"PREVENTIVA"
"6414125";"STD7I20";""
"6414124";"RUD0F55";"CORRETIVA"
"6414123";"SIG0F87";"O.S Rápida"
"6414122";"FOQ8F91";""
"6414121";"FCG6F12";"CORRETIVA"
"6414120";"TCJ8J22";"PREVENTIVA"
"6414119";"SYB5G06";""
"6414118";"SYG7I81";"PREVENTIVA"
"6414117";"EYT2D81";"O.S Rápida"
"6414116";"SHS1I08";"CORRETIVA"
"6414115";"OPP0C17";"PREVENTIVA"
"6414114";"SUM8F81";"CORRETIVA"
"6414113";"SVB3G45";"PREVENTIVA"
"6414112";"SIG1F71";"CORRETIVA"
"6414111";"FMH9J34";"CORRETIVA"
"6414110";"SJH8J88";""
"6414109";"SVR2G61";""
"6414108";"SIR5F98";"CORRETIVA"
"6414107";"RUL5D04";"O.S Rápida"
"6414106";"RFZ5D21";"RASTREADOR RETIRADA"
"6414105";"STA9J33";"CORRETIVA"
"6414104";"RFZ5D21";"DESMOBILIZAÇÃO"
"6414103";"TLA1D28";""
"6414102";"RTM1J32";"CORRETIVA"
"6414101";"RMW9J89";"O.S Rápida"
"6414100";"SIU7C49";"O.S Rápida"
"6414099";"SII7I04";"PREVENTIVA"
"6414098";"SUQ8C62";"CORRETIVA"
"6414097";"EIM7G95";"CORRETIVA"
"6414096";"SUU0G17";""
"6414095";"FXU0C73";""
"6414094";"RUB2B31";"CORRETIVA"
"6414093";"SYS9G31";"CORRETIVA"
"6414092";"SIJ5B84";"CORRETIVA"
"6414091";"FYI0E24";"O.S Rápida"
"6414090";"SSW9I61";"CORRETIVA"
"6414089";"STD7I20";""
"6414088";"RNK2G80";"CORRETIVA"
"6414087";"ENU2B64";"CORRETIVA"
"6414086";"RMZ0J64";"O.S Rápida"
"6414085";"SHG2H25";""
"6414084";"RFS6B03";"O.S Rápida"
"6414083";"SSR7E99";""
"6414082";"SIY9G38";"CORRETIVA"
"6414081";"SVR6B41";""
"6414080";"SVB3G45";""
"6414079";"RMG0F15";"O.S Rápida"
"6414078";"STO5J61";"CORRETIVA"
"6414077";"SHJ0B21";"CORRETIVA"
"6414076";"RMO2E89";"O.S Rápida"
"6414075";"RNK2G78";"CORRETIVA"
"6414074";"RNW3E15";"O.S Rápida"
"6414073";"FCX8G42";""
"6414072";"TDC4F95";""
"6414071";"SVS7E71";"CORRETIVA"
"6414070";"SIY9G38";"CORRETIVA"
"6414069";"SHB1E66";"PREVENTIVA"
"6414068";"PVR3E40";"CORRETIVA"
"6414067";"STB8E47";"PREVENTIVA"
"6414066";"RMP7B84";"CORRETIVA"
"6414065";"EGX7C91";"O.S Rápida"
"6414064";"RVF5E16";"O.S Rápida"
"6414063";"EQN0B42";"GUINCHO"
"6414062";"SIG0F95";"CORRETIVA"
"6414061";"SUD8C89";"PREVENTIVA"
"6414060";"SHF6J48";"O.S Rápida"
"6414059";"RNY8B95";"O.S Rápida"
"6414058";"STF9B41";"PREVENTIVA"
"6414057";"SYP1H21";""
"6414056";"SIY2F18";"CORRETIVA"
"6414055";"GGP8D84";"O.S Rápida"
"6414054";"SIK4H47";"O.S Rápida"
"6414053";"SHG2G86";"CORRETIVA"
"6414052";"SSY2E32";""
"6414051";"SIG8I24";"CORRETIVA"
"6414050";"RNL1B52";"CORRETIVA"
"6414049";"RVU7A00";"CORRETIVA"
"6414048";"FPQ6H81";"CORRETIVA"
"6414047";"SUT7C12";"CORRETIVA"
"6414046";"RTM1J32";""
"6414045";"SUF7G24";"PREVENTIVA"
"6414044";"STQ0E52";"PREVENTIVA"
"6414043";"SYE0J43";""
"6414042";"RUC9A01";"CORRETIVA"
"6414041";"SUS9B30";"GUINCHO"
"6414040";"RFC6B30";"O.S Rápida"
"6414039";"FYJ4D41";""
"6414038";"FSC9I72";"CORRETIVA"
"6414037";"FPD7F21";"CORRETIVA"
"6414036";"FFW9F31";"PREVENTIVA"
"6414034";"RMV6F23";"O.S Rápida"
"6414033";"RVQ0C78";"O.S Rápida"
"6414032";"FYJ4D41";"CORRETIVA"
"6414031";"SWH7F25";"PREVENTIVA"
"6414030";"TCR7E62";"O.S Rápida"
"6414029";"QMY1D97";"PREVENTIVA"
"6414028";"SIG1F71";""
"6414027";"RTL4I81";"PREVENTIVA"
"6414026";"CVI3H49";"O.S Rápida"
"6414025";"SSR6C74";""
"6414024";"STH9E42";"CORRETIVA"
"6414023";"RVG5F71";"CORRETIVA"
"6414022";"SJE7I01";""
"6414021";"SVH4G92";""
"6414020";"RNJ2D58";"O.S Rápida"
"6414019";"STI3D17";"PREVENTIVA"
"6414018";"SYU9B02";"PREVENTIVA"
"6414017";"SIG1F71";""
"6414016";"SIY2F66";"CORRETIVA"
"6414015";"SVS4F22";"PREVENTIVA"
"6414014";"FVR0B62";"CORRETIVA"
"6414013";"ELU2F24";"PREVENTIVA"
"6414012";"SYO9I29";"PREVENTIVA"
"6414011";"EKJ0C42";"CORRETIVA"
"6414010";"RNS0D02";"O.S Rápida"
"6414009";"RNL1B52";"PREVENTIVA"
"6414008";"SVR6B41";"PREVENTIVA"
"6414007";"SSR9F42";"CORRETIVA"
"6414006";"SJG1B16";"O.S Rápida"
"6414005";"QMV4G70";"PREVENTIVA"
"6414004";"FYJ4D41";""
"6414003";"QUN8734";"CORRETIVA"
"6414002";"RUM6C75";"PREVENTIVA"
"6414000";"FYJ4D41";"CORRETIVA"
"6413998";"RVI8H63";"O.S Rápida"
"6413997";"TCJ0G61";"PREVENTIVA"
"6413996";"SYT2H02";"PREVENTIVA"
"6413995";"SYO1H65";"CORRETIVA"
"6413994";"FYJ4D41";""
"6413993";"TCJ1D66";""
"6413992";"SIJ1I10";"ACESSÓRIOS"
"6413991";"SHG2H25";""
"6413990";"RMF9A25";"O.S Rápida"
"6413989";"STN4G92";"CORRETIVA"
"6413988";"SIJ1H90";"CORRETIVA"
"6413987";"QUN9121";"CORRETIVA"
"6413986";"STB6G37";"SINISTRO"
"6413985";"SUT7C12";""
"6413984";"RMF9A43";"O.S Rápida"
"6413983";"EJH3C13";"PREVENTIVA"
"6413982";"SYW9J26";"PREVENTIVA"
"6413981";"SIR5F99";"CORRETIVA"
"6413980";"FMF5E82";""
"6413979";"HIV7E53";"PREVENTIVA"
"6413978";"QMV4G64";"PREVENTIVA"
"6413977";"FWP5E71";"CORRETIVA"
"6413976";"EMA7E14";"CORRETIVA"
"6413975";"RMF9A16";"CORRETIVA"
"6413974";"RUC6H73";"O.S Rápida"
"6413973";"CUQ5H98";"CORRETIVA"
"6413972";"STD4B18";"CORRETIVA"
"6413971";"RML9B64";"O.S Rápida"
"6413970";"RVG5F59";"CORRETIVA"
"6413969";"ENU4J05";"O.S Rápida"
"6413968";"EXJ4E03";"CORRETIVA"
"6413967";"RMG0F20";"O.S Rápida"
"6413966";"RFS7J90";"PREVENTIVA"
"6413965";"SYN3F20";"CORRETIVA"
"6413964";"STM0G73";"PREVENTIVA"
"6413963";"SSV6C04";"PREVENTIVA"
"6413962";"SHT7F70";"PREVENTIVA"
"6413961";"FYJ4D41";""
"6413960";"TCJ0G71";"CORRETIVA"
"6413959";"SVT7B12";"CORRETIVA"
"6413958";"SYD8I99";""
"6413957";"TJO6F10";"GUINCHO"
"6413956";"SUT7C12";""
"6413955";"SYY2A56";"PREVENTIVA"
"6413954";"SJH8J88";""
"6413953";"SWR2C51";""
"6413952";"RUM0D72";"O.S Rápida"
"6413951";"SJA3E63";"CORRETIVA"
"6413950";"SIJ1H92";"PREVENTIVA"
"6413949";"FFK8D54";"O.S Rápida"
"6413948";"SYG7I92";""
"6413947";"RUH0A95";"CORRETIVA"
"6413946";"RGB4B53";"SINISTRO"
"6413945";"RMJ6I85";"O.S Rápida"
"6413944";"SVA2D04";""
"6413943";"SYH9A51";""
"6413942";"FAU3D14";"O.S Rápida"
"6413941";"SHG2H25";""
"6413940";"FWO2B92";"O.S Rápida"
"6413939";"SUH4E21";"PREVENTIVA"
"6413938";"FJT7J43";"O.S Rápida"
"6413937";"STZ7D79";"PREVENTIVA"
"6413936";"SIG1F71";""
"6413935";"SIR5F99";"PREVENTIVA"
"6413934";"RMF9B06";"O.S Rápida"
"6413933";"RTY0C01";"O.S Rápida"
"6413932";"ETH5J71";"CORRETIVA"
"6413931";"RTD0J52";"O.S Rápida"
"6413930";"SJB7F71";"CORRETIVA"
"6413929";"STW7F01";"CORRETIVA"
"6413928";"SUC9H22";"PREVENTIVA"
"6413927";"EJZ9I54";"PREVENTIVA"
"6413926";"ENE2F34";"O.S Rápida"
"6413925";"RVO5D43";"PREVENTIVA"
"6413924";"ECZ9I76";"CORRETIVA"
"6413923";"FLG0B71";""
"6413922";"RVC1G57";"O.S Rápida"
"6413921";"RTV2J75";"CORRETIVA"
"6413920";"SYP3C41";"CORRETIVA"
"6413919";"FPD8C96";"PREVENTIVA"
"6413918";"SSW1G80";"GUINCHO"
"6413917";"RTM4F04";"CORRETIVA"
"6413916";"SIH9I21";""
"6413915";"SWY3C97";"CORRETIVA"
"6413914";"SHT9I81";"RASTREADOR RETIRADA"
"6413913";"SHT9I81";"DESMOBILIZAÇÃO"
"6413912";"EEB3D53";"CORRETIVA"
"6413911";"STM2A43";"PREVENTIVA"
"6413910";"TDC4H56";""
"6413909";"EOC1C53";"CORRETIVA"
"6413908";"SYH7H64";"CORRETIVA"
"6413907";"SHT9I26";"CORRETIVA"
"6413906";"TLG7A65";"PREVENTIVA"
"6413905";"SHS4B64";"PREVENTIVA"
"6413904";"TJZ5G33";"GUINCHO"
"6413903";"PVR9D88";"PREVENTIVA"
"6413902";"RVN5I39";"PREVENTIVA"
"6413901";"FOV4H93";"PREVENTIVA"
"6413900";"STK1F51";"GUINCHO"
"6413899";"ESY3F86";"SINISTRO"
"6413898";"SJB3A21";"CORRETIVA"
"6413897";"RNJ0H54";"O.S Rápida"
"6413896";"EJC2F54";"GUINCHO"
"6413895";"SYY2A56";""
"6413894";"RNH7J13";"CORRETIVA"
"6413893";"EXT2B51";"PREVENTIVA"
"6413892";"TLO4G05";"PREVENTIVA"
"6413891";"PVR3E39";"PREVENTIVA"
"6413890";"ENI5I62";"CORRETIVA"
"6413889";"EDI3D71";"RASTREADOR RETIRADA"
"6413888";"EDI3D71";"DESMOBILIZAÇÃO"
"6413887";"SIK2F80";"O.S Rápida"
"6413886";"RTE3G97";"CORRETIVA"
"6413885";"FUP8I24";""
"6413884";"ESB0B12";"CORRETIVA"
"6413883";"RNC2H42";"CORRETIVA"
"6413882";"SUW8C81";"PREVENTIVA"
"6413881";"FNX0H36";"CORRETIVA"
"6413880";"SHG1F20";"O.S Rápida"
"6413879";"RMG0F24";"CORRETIVA"
"6413878";"SSX5B60";"PREVENTIVA"
"6413877";"FZT9J31";"CORRETIVA"
"6413876";"EMM6F81";"PREVENTIVA"
"6413875";"TCG9C42";"PREVENTIVA"
"6413874";"RTE3G97";"CORRETIVA"
"6413873";"STU8D20";"CORRETIVA"
"6413872";"SSX5B60";"PREVENTIVA"
"6413871";"RVV1D95";""
"6413870";"TCG8H17";""
"6413869";"RVE0E86";"O.S Rápida"
"6413868";"RTR8E90";"PREVENTIVA"
"6413867";"SSX5B60";""
"6413866";"SHB8G42";"CORRETIVA"
"6413865";"SWE5D93";""
"6413864";"QQS4343";"CORRETIVA"
"6413863";"EUH3G81";""
"6413862";"RML9B49";"O.S Rápida"
"6413861";"SHF2F16";"CORRETIVA"
"6413860";"QMY1D97";"PREVENTIVA"
"6413859";"SYA8J03";"CORRETIVA"
"6413858";"SSW8F71";""
"6413857";"GJH8G92";""
"6413856";"ROY0H63";""
"6413855";"SUW8C81";""
"6413854";"SYE1G84";""
"6413853";"RNJ2E76";"O.S Rápida"
"6413852";"SHB8G42";"PREVENTIVA"
"6413851";"SIY9G71";"CORRETIVA"
"6413850";"QMV3G21";"PREVENTIVA"
"6413849";"SSY1C14";""
"6413848";"RMF9B13";"CORRETIVA"
"6413847";"TCX5B01";"PREVENTIVA"
"6413846";"SSW8F71";""
"6413845";"SWP8F70";""
"6413844";"SYO9G89";"PREVENTIVA"
"6413843";"STZ0E41";"SINISTRO"
"6413842";"SYW3H93";""
"6413841";"SSV5I40";"CORRETIVA"
"6413840";"RUE4E49";"O.S Rápida"
"6413839";"EKM9I72";""
"6413838";"EGA5J42";"PREVENTIVA"
"6413837";"RVV7G51";"CORRETIVA"
"6413836";"OPP9F53";"PREVENTIVA"
"6413835";"STD3B81";"PREVENTIVA"
"6413834";"SUA9G00";"PREVENTIVA"
"6413833";"CUX5F59";"O.S Rápida"
"6413832";"STW4H74";""
"6413831";"RTY2A38";"DESMOBILIZAÇÃO"
"6413830";"SSY2D44";"CORRETIVA"
"6413829";"RVC1G62";"CORRETIVA"
"6413828";"GJB8E51";"PREVENTIVA"
"6413827";"EUL7F01";"PREVENTIVA"
"6413826";"SYY1J98";"PREVENTIVA"
"6413825";"EON0I56";"CORRETIVA"
"6413824";"TCP4C45";"PREVENTIVA"
"6413823";"RNB5E68";"O.S Rápida"
"6413822";"STR9F40";"CORRETIVA"
"6413821";"FWY8G92";"PREVENTIVA"
"6413820";"TCG2H02";"CORRETIVA"
"6413819";"SHF2F16";"CORRETIVA"
"6413818";"TCG9C42";"PREVENTIVA"
"6413817";"RUM0C52";"CORRETIVA"
"6413816";"QMY1D97";"PREVENTIVA"
"6413815";"STK1F51";""
"6413814";"RNK7C04";""
"6413813";"SIU6E23";"PREVENTIVA"
"6413812";"SIH5A15";""
"6413811";"ROZ9B87";""
"6413810";"STN4J53";""
"6413809";"SYH7E39";"PREVENTIVA"
"6413808";"QMY1D97";"PREVENTIVA"
"6413807";"SHE8E43";"CORRETIVA"
"6413806";"RUG4G34";"PREVENTIVA"
"6413805";"TCB7E30";"CORRETIVA"
"6413804";"QMV4J63";"PREVENTIVA"
"6413803";"SYH7G80";"PREVENTIVA"
"6413801";"SYP1E05";"PREVENTIVA"
"6413800";"FOM8F43";"PREVENTIVA"
"6413799";"TLC1J87";""
"6413798";"RND7H63";"CORRETIVA"
"6413797";"RML1J65";"O.S Rápida"
"6413795";"SVR4I91";"CORRETIVA"
